CarModel0,Mass_kg0,CarModel1,Mass_kg1,CarModel2,Mass_kg2,CarModel3,Mass_kg3,CarModel4,Mass_kg4,SumRandomValue,TotalMass,TotalLength,Velocity1,GravityCenter1,Velocity2,TheoreticalVelocity2,GravityCenter2,T12,TheoreticalT12,Velocity3,TheoreticalVelocity3,GravityCenter3,T23,TheoreticalT23
73FTCENTERBEAM,28120,66FTGONDOLA,122414.96000017245,null,null,null,null,null,null,-106.56169369060731,150534.96000017243,46.010000000000005,1.6127351608808982,-2.4128331415140556,4.741662881104342,4.722918424618389,-3.907787000000001,34.179,34.246,2.0521520354435507,1.9620942686455818,-4.05076391011606,80.162,81.271
23.5kGALTANK,48207.86473750204,66FTGONDOLA,66516.35086616837,29.3kGALTANK,54074.980388049866,23.5kGALTANK,52950.73094820609,null,null,145.86654981563976,221749.92693992637,73.58,1.8443862932195527,-2.03011969915926,5.421809120703318,5.43689891605881,-3.87639493017223,32.279,32.222,2.8686290675301147,2.924896113367818,-4.033744578193527,65.553,65.102
73FTCENTERBEAM,109343.70332703227,null,null,null,null,null,null,null,null,-141.5319765514386,109343.70332703227,24.55,2.459216656032467,-2.4596230000000006,5.098175911424425,5.065893404158527,-3.9077870000000003,29.833,29.924,3.0742343321097443,2.9618751187852066,-4.052967475193216,66.344,67.286
TRIAUTORACK,47990,null,null,null,null,null,null,null,null,-48.55690360801887,47990,28.6,3.6681236250955025,-2.425198,5.461003343762906,5.438326719238923,-3.907787,25.719,25.768,2.528406106876901,2.428517877327556,-4.051346429601218,68.368,69.271
68FTFLAT,37060,52FTGONDOLA,29710,5188COVEREDHOPPER,28120,4750CFCOVEREDHOPPER,29260,null,null,117.35839357545322,124150,75.68,2.029171546654375,-1.9935402790173173,5.267670243875499,5.289154335181081,-3.8661342509766983,32.268,32.187,1.7237586797999849,1.84654155285019,-4.032189446694025,78.472,77.049
3285CFCOVEREDHOPPER,42897.50337794629,4750CFCOVEREDHOPPER,38296.12559464481,53FTWELL,40347.15775226083,33.7kGALTANK,105551.83132070252,66FTGONDOLA,95363.41457920997,278.7964514605565,322456.0326247644,95.9,1.653191965696405,-1.87812516939809,5.579497150292428,5.598831480724201,-3.7974941860004727,31.805,31.735,3.584197887465216,3.6452224673455493,-4.030134908431082,58.380,57.996
29.3kGALTANK,36740,null,null,null,null,null,null,null,null,-40.67514444696444,36740,18.24,3.2836329167033305,-2.513258,5.029707230786974,5.00317769991917,-3.907787000000001,27.631,27.696,1.7340911272733992,1.5750435129103193,-4.0554897965992796,81.142,83.200
25.39kGALTANK,40910,66FTGONDOLA,33610,53FTWELL,24950,null,null,null,null,-96.91235657873418,99470,63.07,1.8254435682317833,-2.028355190308636,5.335758377741577,5.313728748634796,-3.885067333035771,32.659,32.737,2.570052673743649,2.4772815382786493,-4.033457346036244,69.015,69.873
68FTFLAT,37060,TRIAUTORACK,75138.51333736298,29.3kGALTANK,115933.72368083624,4750CFCOVEREDHOPPER,29260,73FTCENTERBEAM,51073.080646560295,58.549427912964205,308465.3176647595,112.03999999999999,2.460222591681398,-1.5693833626157512,6.3072169209076625,6.3108747593556265,-3.7325450569895846,27.554,27.541,4.733864931724525,4.744191098181723,-4.018362197841834,48.280,48.238
4750CFCOVEREDHOPPER,29260,66FTGONDOLA,38902.897766340524,3285CFCOVEREDHOPPER,73838.4423559701,33.7kGALTANK,45630,BNCOIL,39005.31036759574,94.46521720589752,226636.65048990637,86.19,3.1161955580212073,-1.976807714638608,6.022398552684783,6.030964232891937,-3.8518050892445084,26.570,26.545,3.986104409151492,4.012177153438464,-4.031786971829411,53.973,53.834
73FTCENTERBEAM,125773.690254531,68FTFLAT,50427.95834498936,100TROPENTOPHOPPER,47440.86594677512,4750CFCOVEREDHOPPER,104948.74485061446,null,null,175.01958222375802,328591.25939690997,81.38000000000001,3.843352184275649,-1.949739182970756,6.507072858009234,6.517366339953176,-3.834560491913839,23.897,23.873,4.7390242898518276,4.767885247319999,-4.030634434967496,47.947,47.826
25.39kGALTANK,62452.426400922646,5188COVEREDHOPPER,107465.07161339783,5188COVEREDHOPPER,28120,null,null,null,null,-99.76940937732343,198037.49801432047,53.57,2.3058797196075647,-2.16011764998385,5.5022971779670495,5.490874713693523,-3.907787000000001,30.019,30.051,3.277999634665623,3.238370671583161,-4.039052844186407,61.980,62.273
25.39kGALTANK,91836.92058327381,3285CFCOVEREDHOPPER,45518.85685163005,null,null,null,null,null,null,-221.65763581978513,137355.77743490387,30.97,3.658527324945311,-2.383830768193524,5.750236547017695,5.71507902813031,-3.907787,25.177,25.251,3.642831478359361,3.528464288615815,-4.049401138809009,57.847,58.581
100TROPENTOPHOPPER,92859.68901790807,null,null,null,null,null,null,null,null,-37.31512832059843,92859.68901790807,16.18,1.6186419612418521,-2.530768,4.459232330147632,4.447984143311636,-3.9077870000000003,34.762,34.801,1.2568700736958855,1.1715635025069195,-4.056313683578485,95.257,96.734
68FTFLAT,137784.71202822917,null,null,null,null,null,null,null,null,-58.60023318944663,137784.71202822917,22.35,3.8356139071047632,-2.478323,5.8061368465079575,5.796938530290407,-3.9077870000000003,24.515,24.532,3.996579325945894,3.9685421665233975,-4.053848208822961,55.292,55.456
53FTWELL,47344.74129735848,4750CFCOVEREDHOPPER,29260,100TOPENTOPHOPPER,28030,null,null,null,null,70.35116793491653,104634.74129735847,56.85,3.3075828423012092,-2.1645823298586806,5.598683485915315,5.613249994770527,-3.907787000000001,26.864,26.825,2.3013619561331726,2.368811917249463,-4.039382949808084,69.613,68.996
3285CFCOVEREDHOPPER,54492.09245330826,BIAUTORACK,45360,33.7kGALTANK,45630,33.7kGALTANK,70188.99401979995,5188COVEREDHOPPER,124790.10426380606,-248.21090219379846,340461.1907369143,99,2.7684613926099138,-1.8650713674177173,5.946679550679872,5.931287310110039,-3.780630311462268,27.130,27.167,4.031411188483648,3.985458458734058,-4.030995995407836,53.614,53.867
100TROPENTOPHOPPER,26540,4750CFCOVEREDHOPPER,36278.66901292627,25.39kGALTANK,107433.35254322748,66FTGONDOLA,79579.93574129256,25.39kGALTANK,40910,-191.78679256725044,290741.9572974463,92.36000000000001,1.4895643744992244,-1.874488205063082,5.560971045659945,5.546200911819526,-3.8418006684424606,33.038,33.090,3.1987751532547537,3.147038672760351,-4.028160442433319,61.676,62.056
TRIAUTORACK,47990,3285CFCOVEREDHOPPER,122670.96887930403,100TROPENTOPHOPPER,100054.23449289659,25.39kGALTANK,43114.975373828835,23.5kGALTANK,35110,-3.6986487430167756,348940.17874602944,92.69,3.902553791389444,-1.8077244778535333,6.7086182470422395,6.70848427424891,-3.829815886547914,23.454,23.452,4.869741649899723,4.869111894088184,-4.0247573804918195,46.600,46.606
BIAUTORACK,45360,66FTGONDOLA,33610,5188COVEREDHOPPER,55493.8338600917,73FTCENTERBEAM,28120,68FTFLAT,37060,-265.72748172440066,199643.8338600917,114.64000000000001,1.5430913599951912,-1.4319692602638856,6.001234785388562,5.973947947415956,-3.674408348961538,30.579,30.664,4.164653986329049,4.085446520717192,-4.016278558294854,52.086,52.498
100TROPENTOPHOPPER,114709.3362052143,68FTFLAT,86229.30789014057,4750CFCOVEREDHOPPER,126169.0705975435,100TROPENTOPHOPPER,86309.4630958935,3285CFCOVEREDHOPPER,24030,121.83023029107054,437447.1777887919,85.77,2.558260102678453,-1.7985040623461326,6.102351949306517,6.1080335813703845,-3.80147194025063,27.996,27.977,4.33742360648731,4.354010146080182,-4.024918201123483,51.399,51.320
29.3kGALTANK,36740,BNCOIL,55809.328686907385,null,null,null,null,null,null,18.95546620610655,92549.32868690739,31.93,3.564284942548887,-2.444191324922776,5.499403527610791,5.504164352873825,-3.9077870000000003,25.905,25.891,3.114652325720194,3.130640991311986,-4.052239456523545,63.137,63.023
66FTGONDOLA,104319.34192362323,73FTCENTERBEAM,120268.86261053069,100TROPENTOPHOPPER,74434.01789474765,5188COVEREDHOPPER,106138.7757583672,null,null,-2.765562934778572,405160.9981872688,79.87,3.787803625133327,-1.9857515492950422,6.525470058441316,6.525297492262089,-3.858373147529981,23.934,23.931,4.894566335170236,4.894212972737722,-4.0319489370534445,47.305,47.310
5188COVEREDHOPPER,28120,53FTWELL,52350.54597415135,52FTGONDOLA,56305.01476892273,5188COVEREDHOPPER,64122.397229978276,BIAUTORACK,59197.151177261985,-104.98578253430551,260095.10915031433,104.71000000000001,2.631674547839702,-1.6968637126894595,6.044261798258931,6.036007796412649,-3.7644200683630262,27.714,27.734,3.870687987873001,3.8448726359484993,-4.022861059374443,53.996,54.142
66FTGONDOLA,33610,BNCOIL,93518.60366586916,null,null,null,null,null,null,182.24949878381383,127128.60366586916,35.15,3.6224565095351635,-2.4729434771040135,5.551696828810427,5.584248075355671,-3.907787000000001,25.604,25.528,3.3430769539132923,3.45068243334398,-4.053592257175855,61.024,60.287
BNCOIL,62383.867061648685,null,null,null,null,null,null,null,null,-69.14466461035683,62383.867061648685,13.69,2.8192002633851154,-2.551933,4.92015246038029,4.892098321941132,-3.9077870000000003,29.142,29.218,2.3376243360433775,2.2146695855566993,-4.057310442561477,74.930,76.258
100TOPENTOPHOPPER,51423.04762276558,3285CFCOVEREDHOPPER,48827.57019294622,null,null,null,null,null,null,213.0184588419871,100250.6178157118,27.91,2.759119615193823,-2.4381495060177234,4.951711953790075,5.004723282812015,-3.9077870000000003,29.457,29.301,1.559503932897559,1.8659034699420476,-4.051955267006994,83.994,80.115
33.7kGALTANK,45630,23.5kGALTANK,45499.78568483776,52FTGONDOLA,29710,null,null,null,null,267.3264396418141,120839.78568483776,54.27,1.77187202562771,-2.178160785813147,4.965487560604307,5.019455972812398,-3.9077870000000003,33.691,33.485,0.883592455914477,1.349538935217762,-4.039925507014771,94.963,87.554
25.39kGALTANK,74016.42378965412,23.5kGALTANK,121027.98111293095,25.39kGALTANK,40910,73FTCENTERBEAM,28120,3285CFCOVEREDHOPPER,80891.49970126798,-298.27980968084796,344965.90460385307,90.67000000000002,3.6752094367841743,-1.7364290118571106,6.677211606593977,6.660903344087201,-3.773752199724003,23.887,23.919,5.124124223439435,5.08082625688787,-4.023593816412097,45.445,45.616
100TROPENTOPHOPPER,26540,29.3kGALTANK,36740,33.7kGALTANK,81716.81806988266,5188COVEREDHOPPER,82834.8003807117,null,null,-282.3557512228663,227831.61845059437,72.08000000000001,3.6206540472997335,-2.17867748967871,6.08071180595,6.055356503196368,-3.8920090326377617,24.932,24.985,4.162134900146565,4.085802880874156,-4.040276947532607,52.952,53.361
4750CFCOVEREDHOPPER,90071.95833410813,null,null,null,null,null,null,null,null,27.049055266618666,90071.95833410813,18.3,1.9586196950986645,-2.512748,4.617928298886864,4.626354515502572,-3.9077870000000003,32.929,32.896,1.623004592593948,1.6693965477933077,-4.055466554130919,87.165,86.518
3285CFCOVEREDHOPPER,72038.72705893035,53FTWELL,53578.95667132395,29.3kGALTANK,102333.40847664238,29.3kGALTANK,36740,null,null,-21.222466815313567,264691.0922068967,72.63999999999999,2.188937226262112,-1.9688025599303076,5.713355187423267,5.71162877977168,-3.8641746090720517,30.265,30.267,3.5581174703470784,3.5522810092933836,-4.031082131170235,58.398,58.440
BIAUTORACK,50569.44787392815,100TOPENTOPHOPPER,112088.09694251815,33.7kGALTANK,89746.10665294285,null,null,null,null,130.35203664655597,252403.65146938915,63.730000000000004,1.8849205071107407,-2.2261239294722004,5.18959659708903,5.202202367305553,-3.903988690067283,32.211,32.164,2.672852970816037,2.7217275335884987,-4.0422325300324475,69.212,68.779
29.3kGALTANK,36740,null,null,null,null,null,null,null,null,-70.91359717668311,36740,18.24,3.415332464374808,-2.513258,5.135140318227621,5.089615255250234,-3.907787000000001,27.025,27.135,2.0947076684277364,1.8625694185394956,-4.055490900059387,75.734,78.368
25.39kGALTANK,126952.60638286463,TRIAUTORACK,69613.3096699127,25.39kGALTANK,40910,25.39kGALTANK,40910,5188COVEREDHOPPER,51233.03309343549,-131.6441418319361,329618.94914621284,100.91000000000003,2.0648961941026527,-1.3678619174263025,6.357692371303529,6.349648684052376,-3.647572035168711,27.793,27.812,4.957521952813338,4.937038235682844,-4.014717717917137,46.731,46.817
29.3kGALTANK,36740,100TOPENTOPHOPPER,28030,TRIAUTORACK,74533.67772784439,100TOPENTOPHOPPER,28030,3285CFCOVEREDHOPPER,57068.64299259013,-389.5197357584859,224402.32072043454,89.9,2.5687652473920615,-1.9368881537731575,5.690187357541323,5.652811049291256,-3.826952969428624,28.788,28.894,3.2309954744437674,3.096937012728903,-4.031256446547586,60.483,61.435
100TOPENTOPHOPPER,66387.16139550752,68FTFLAT,37060,33.7kGALTANK,65773.86380532774,25.39kGALTANK,53431.71101422074,68FTFLAT,44825.73021305866,-30.10898930998431,267478.4664281146,98.03999999999999,1.722973661564986,-1.5909644942306993,5.916614226472944,5.914150578981965,-3.730651270687697,30.397,30.401,3.9722644750241445,3.965395543980817,-4.020407477282614,53.822,53.862
TRIAUTORACK,65968.91406218923,23.5kGALTANK,35110,100TROPENTOPHOPPER,26540,52FTGONDOLA,74830.3774696368,53FTWELL,88295.93794801315,-228.85584238639055,290745.22947983915,102.47,2.5911121371664647,-1.7803868375588952,5.958044391760284,5.94157963308842,-3.771836531289771,27.631,27.672,3.9409968175874264,3.8907928332289345,-4.027452606670418,54.042,54.324
53FTWELL,24950,3285CFCOVEREDHOPPER,112062.97923160966,53FTWELL,31047.161215340162,53FTWELL,88806.71693246515,null,null,252.756460037747,256866.85737941499,82.96,2.7591106177559075,-1.9896644262588605,5.838919361836723,5.8598988515954185,-3.8642847940527907,28.040,27.979,3.5416301335087046,3.6107178333573424,-4.0320578090254,57.725,57.297
73FTCENTERBEAM,123768.48594885081,68FTFLAT,37060,100TOPENTOPHOPPER,28030,100TOPENTOPHOPPER,116757.77507067293,null,null,-101.92658869019894,305616.2610195237,77.2,3.8820476029908013,-2.021048394966371,6.419110454931716,6.4126060128871485,-3.849904338306922,23.912,23.923,4.562702946955317,4.544008384537661,-4.033747241335277,49.194,49.282
33.7kGALTANK,45630,null,null,null,null,null,null,null,null,87.86694753807558,45630,19.98,3.1282815244093243,-2.498468,5.042701299456008,5.0898294219024764,-3.907787,28.018,27.891,1.9447180969253597,2.1741409470471176,-4.054794656710998,78.155,75.599
100TROPENTOPHOPPER,102873.62943947047,BIAUTORACK,45360,BNCOIL,19140,23.5kGALTANK,35110,25.39kGALTANK,63554.553172006476,-101.30554790875772,266038.182611477,93.62,3.540685654020303,-1.582387861248578,6.6033064120148035,6.5960847977283095,-3.703886063599732,23.957,23.970,4.876395349691886,4.856931382460682,-4.020743286762612,46.413,46.495
4750CFCOVEREDHOPPER,29260,100TOPENTOPHOPPER,28030,BIAUTORACK,45360,73FTCENTERBEAM,82429.60233731293,TRIAUTORACK,47990,311.52057060001675,233069.60233731294,115.20000000000002,3.84790995792289,-1.5442769699692978,6.724550360968897,6.748913101852632,-3.708821311276506,23.273,23.222,4.732464756171742,4.801834554273324,-4.017448695729897,46.609,46.330
29.3kGALTANK,36740,3285CFCOVEREDHOPPER,24030,68FTFLAT,93352.8483859813,29.3kGALTANK,36740,BIAUTORACK,61705.63649600288,99.77059415291001,252568.48488198416,100.19,1.6861188170064005,-1.6765267773292036,5.771424568835322,5.779837398711753,-3.7645832048894463,31.418,31.386,3.5399721141722447,3.567546397157931,-4.022096451066666,57.420,57.252
53FTWELL,51515.14632848815,23.5kGALTANK,35110,5188COVEREDHOPPER,43173.07932085316,null,null,null,null,-215.09228357446472,129798.2256493413,58.02,3.992011081886461,-2.1785305796744545,6.171033907082363,6.138192001369281,-3.9077870000000003,23.950,24.014,3.870935119736998,3.764269512052367,-4.040068516331374,54.260,54.867
68FTFLAT,99235.50015523631,100TOPENTOPHOPPER,119049.76758895177,25.39kGALTANK,51365.393317276605,null,null,null,null,-19.51572151139048,269650.6610614647,55.71,2.8028508839867348,-2.162135479984071,5.770260440657296,5.768804456153601,-3.9077869999999995,27.756,27.757,3.7856689509338812,3.780510516361368,-4.039179229233098,56.868,56.904
53FTWELL,24950,66FTGONDOLA,33610,73FTCENTERBEAM,43919.06454638331,null,null,null,null,60.77427892962733,102479.0645463833,69.41,3.3881131333410135,-2.1306901506496536,5.759678661133069,5.772148749854725,-3.887043743241461,26.302,26.269,3.0142655231427193,3.060717575304487,-4.038080703839467,62.156,61.820
68FTFLAT,117268.87289595982,100TROPENTOPHOPPER,26540,100TROPENTOPHOPPER,105726.70264227256,null,null,null,null,125.62136103853132,249535.5755382324,54.71,3.30367714588253,-2.2139668266579124,5.927754382011382,5.9386242306867585,-3.9077870000000003,25.998,25.969,4.02726224619812,4.05938129350306,-4.041611137432485,54.534,54.361
52FTGONDOLA,52980.74698060624,100TOPENTOPHOPPER,76494.15608979616,BNCOIL,114528.79286672617,3285CFCOVEREDHOPPER,68180.89331049004,null,null,192.03209094184433,312184.58924761857,58.949999999999996,1.9058406574669873,-2.230553037946005,5.1691275239139935,5.184205919521402,-3.903423932429728,32.204,32.149,2.5974086966800174,2.6567016012217763,-4.042423330436487,70.101,69.561
BNCOIL,27032.6309458683,BIAUTORACK,72468.9232917918,66FTGONDOLA,80070.0608848596,29.3kGALTANK,92913.20151859865,null,null,89.66439506745704,272484.8166411184,81.99,3.3604005704012856,-2.0766969313802504,6.076351626844375,6.083195642911955,-3.8638610719521314,25.673,25.654,4.189847164969297,4.2098389904795654,-4.036036489045602,52.628,52.528
100TROPENTOPHOPPER,119111.84144112983,100TROPENTOPHOPPER,90703.15399329255,null,null,null,null,null,null,-12.022035465601348,209814.9954344224,32.36,3.2109439053446196,-2.3746166103485526,5.566378373736756,5.565248034771318,-3.907787,26.684,26.683,3.47889067166687,3.4743725039278144,-4.048966701842853,60.011,60.047
25.39kGALTANK,40910,null,null,null,null,null,null,null,null,-47.00386174221353,40910,18.21,3.323778579724589,-2.513513,5.159254393494529,5.132160494825921,-3.9077870000000003,27.195,27.260,2.404509029366766,2.284859618624252,-4.055503213259168,72.115,73.318
66FTGONDOLA,61012.17010099009,4750CFCOVEREDHOPPER,52900.824425824496,null,null,null,null,null,null,-75.7214101013947,113912.99452681458,39.760000000000005,3.148332810587476,-2.331735525584917,5.517241546896769,5.502267776201687,-3.907787000000001,27.081,27.116,3.203168269019011,3.150223832578898,-4.0469493976099375,62.388,62.783
29.3kGALTANK,106025.97678172713,null,null,null,null,null,null,null,null,95.40312587837789,106025.97678172713,18.24,1.437007911353712,-2.513258,4.461918955836322,4.4876307863375375,-3.907787,35.537,35.433,1.3349397616723357,1.497704589165889,-4.055490183565873,93.882,91.284
66FTGONDOLA,33610,null,null,null,null,null,null,null,null,-142.79423567642547,33610,21.46,2.699420536464056,-2.4858880000000005,4.796637859622353,4.689353304078047,-3.907787,29.979,30.299,1.44675814536828,0.35100551904562954,-4.054201876600012,88.201,108.285
3285CFCOVEREDHOPPER,24030,29.3kGALTANK,66749.41980973733,BIAUTORACK,45360,23.5kGALTANK,105868.9089161684,4750CFCOVEREDHOPPER,31974.638379614276,-94.81682289705466,273982.96710552,94.84,1.7127047184994817,-1.823081033815278,5.5783235485264635,5.570529852889679,-3.7962830865155484,32.097,32.121,3.1800517495874203,3.1530307225393424,-4.026669428318521,61.268,61.465
52FTGONDOLA,52296.36453297627,null,null,null,null,null,null,null,null,23.498076797302588,52296.36453297627,17.35,3.545948054895735,-2.5208229999999996,5.352782222225482,5.363424756103328,-3.9077870000000003,26.159,26.131,2.9026752142279024,2.9409655639794536,-4.055846848630231,65.851,65.545
52FTGONDOLA,29710,BIAUTORACK,45360,33.7kGALTANK,45630,null,null,null,null,-209.11887267690554,120700,65.93,1.5525054742932205,-2.1330836248550122,5.143562163769779,5.102274369092026,-3.88771304636449,34.107,34.265,2.4975737471156516,2.3200584650907694,-4.038183988617804,71.226,72.978
100TROPENTOPHOPPER,85263.77754921924,53FTWELL,29224.498569386582,null,null,null,null,null,null,91.52442870250586,114488.27611860583,39.58,2.5300370647699983,-2.2188457718297827,5.426350650462137,5.444890056186216,-3.907787,29.365,29.308,3.011351718646321,3.077538489094995,-4.041635047684908,64.526,64.018
TRIAUTORACK,47990,52FTGONDOLA,36137.26343522267,25.39kGALTANK,40910,100TOPENTOPHOPPER,60948.01846040407,4750CFCOVEREDHOPPER,100921.73311286562,123.20037909746883,286907.0150084924,97.61,3.167602110376783,-1.9766472892003129,5.987463181734661,5.996480801419461,-3.8220243796452795,26.162,26.137,3.9421979975260553,3.969466355658233,-4.033733168457304,54.173,54.027
25.39kGALTANK,40910,null,null,null,null,null,null,null,null,63.92238809639352,40910,18.21,3.7257641456555124,-2.513513,5.305139259935621,5.341044263911842,-3.9077870000000003,25.859,25.774,2.2294359010330114,2.392181855373563,-4.055501613968386,72.553,70.967
4750CFCOVEREDHOPPER,127842.8249418442,25.39kGALTANK,125209.24279367008,53FTWELL,24950,null,null,null,null,119.75281357348467,278002.06773551425,59.910000000000004,1.9150068948809627,-1.9904981854379262,5.707316688711267,5.716888375600128,-3.8941721418941597,31.153,31.118,3.668431296166819,3.698502992131531,-4.031559991757886,57.889,57.704
53FTWELL,24950,3285CFCOVEREDHOPPER,85035.28944328232,53FTWELL,24950,33.7kGALTANK,45630,null,null,99.52627351667705,180565.28944328232,79.53999999999999,3.9492319883904137,-1.968693664286378,6.494306071638786,6.504658644810727,-3.8741578016934186,23.687,23.663,4.48036246555077,4.511065440260391,-4.031020016298525,49.393,49.255
100TOPENTOPHOPPER,28030,68FTFLAT,81332.47318101511,BIAUTORACK,45360,null,null,null,null,135.64761018724812,154722.4731810151,66.1,2.556017649453188,-2.0515096367379626,5.577898336709912,5.597416805345997,-3.8911746130693023,29.328,29.267,2.7534159670216267,2.8303323778349863,-4.034223212200607,65.501,64.884
100TOPENTOPHOPPER,112339.97981540815,53FTWELL,56755.91538554577,null,null,null,null,null,null,-109.22249258119511,169095.89520095394,38.55,1.8699714281806596,-2.251704939844592,5.221582317234085,5.206093704463958,-3.907787,32.120,32.169,3.0229083243945705,2.966848655411498,-4.043181700938309,65.934,66.400
TRIAUTORACK,59242.06557828208,29.3kGALTANK,58233.333236274986,null,null,null,null,null,null,20.78079395609548,117475.39881455706,46.84,3.5436683921262215,-2.3124786348959043,5.708522226650597,5.712485860845771,-3.907787000000001,25.693,25.681,3.2530663708314536,3.266439672103317,-4.046042103832886,60.755,60.667
52FTGONDOLA,49397.1449220453,29.3kGALTANK,102528.7635043892,3285CFCOVEREDHOPPER,24030,52FTGONDOLA,32808.94346497734,33.7kGALTANK,88504.70925349188,101.10025700440585,297269.5611449037,85.68,2.5734011949220927,-1.8881666629253318,5.861276824223642,5.868449747179433,-3.820152482186577,28.573,28.549,3.677343663518079,3.7003730357269795,-4.02847685066561,56.448,56.313
4750CFCOVEREDHOPPER,29260,100TROPENTOPHOPPER,88529.22221990996,53FTWELL,24950,null,null,null,null,-197.80616484470357,142739.22221990995,57.88,2.0524716387403217,-2.1265940323837396,5.399590987089104,5.367835904284747,-3.905047015881071,31.307,31.410,2.9903813790248317,2.8719820358978887,-4.037534648447484,64.951,65.912
4750CFCOVEREDHOPPER,29260,53FTWELL,59101.46659489749,null,null,null,null,null,null,-54.76448689015757,88361.46659489749,41.7,2.030152554874566,-2.3520254913753083,4.850756443375759,4.835311690021827,-3.907787,32.449,32.499,1.6565664214734963,1.5618142791530514,-4.0479022689125275,84.189,85.487
4750CFCOVEREDHOPPER,29260,52FTGONDOLA,29710,4750CFCOVEREDHOPPER,63380.383465384584,null,null,null,null,262.23202967026555,122350.38346538458,53.95,3.3787953183536,-2.2910965228089,5.541183463688344,5.588452289713575,-3.9077870000000003,26.562,26.444,2.683966364782194,2.872589551833967,-4.045183480640994,66.386,64.854
33.7kGALTANK,85722.29105867157,null,null,null,null,null,null,null,null,-128.6883697085225,85722.29105867157,19.98,3.1213179033491016,-2.498468,5.323128226676471,5.28728461260892,-3.9077870000000003,27.291,27.378,3.3397076863910002,3.2210706389558688,-4.05479597995377,62.593,63.479
100TOPENTOPHOPPER,95721.57337229223,33.7kGALTANK,45630,25.39kGALTANK,42682.212965301725,null,null,null,null,62.92355726890301,184033.78633759395,53.34,3.3379388366955944,-2.1005526515637074,6.07452211018843,6.081726553659034,-3.907787000000001,25.772,25.752,4.0488581437342965,4.07011156110627,-4.0364624724973694,53.714,53.603
BIAUTORACK,45360,100TOPENTOPHOPPER,28030,4750CFCOVEREDHOPPER,107674.47877502735,null,null,null,null,74.63137825010656,181064.47877502735,62.05,1.4867450667401954,-2.2988439626535997,4.868616879056321,4.879321922494845,-3.90640517704369,34.729,34.684,1.960568933899574,2.013279128854112,-4.04565944533657,79.802,79.182
52FTGONDOLA,60296.71434212334,5188COVEREDHOPPER,37044.45741887689,null,null,null,null,null,null,22.744582926208125,97341.17176100024,35.03,2.085484768051657,-2.3335775638090306,4.974342639031905,4.980294037875626,-3.907787,31.892,31.869,2.1636557440724733,2.189994302288418,-4.047034071937793,76.399,76.118
52FTGONDOLA,74297.47155677524,BNCOIL,109430.75388295582,53FTWELL,61591.12265266229,29.3kGALTANK,90796.4929247797,null,null,159.7736195610201,336115.8410171731,72.67999999999999,2.5164191499276445,-2.0007830998701173,5.849401619784303,5.859695162728474,-3.8741256816072895,28.744,28.711,3.8459122861774504,3.877412685743551,-4.03248100329761,55.854,55.674
4750CFCOVEREDHOPPER,29260,3285CFCOVEREDHOPPER,108114.83404944696,5188COVEREDHOPPER,28120,null,null,null,null,-244.70528994544603,165494.83404944697,48.74,2.9591603479235635,-2.2565639346179607,5.549836227439561,5.516799114426954,-3.9077870000000003,27.662,27.746,3.207605395900285,3.0895098640320873,-4.043411397380313,62.174,63.052
33.7kGALTANK,61602.88057007062,null,null,null,null,null,null,null,null,11.834617665342705,61602.88057007062,19.98,3.1218840382937465,-2.4984679999999995,5.181857649730349,5.186687726344584,-3.9077870000000003,27.657,27.641,2.704400039417954,2.722020096331163,-4.0547946140470055,68.938,68.786
5188COVEREDHOPPER,28120,5188COVEREDHOPPER,40144.231228271434,3285CFCOVEREDHOPPER,24030,68FTFLAT,37060,null,null,-184.43200032471066,129354.23122827144,70.47,2.138310357582718,-2.04640980578052,5.315860508257376,5.283699001042984,-3.8824466412064758,31.536,31.644,2.176144985972926,2.0153263911378008,-4.034325105110289,73.090,74.780
TRIAUTORACK,47990,4750CFCOVEREDHOPPER,29260,null,null,null,null,null,null,159.93621198709778,77250,46.900000000000006,3.505113989889618,-2.2650947508090615,5.572794929187791,5.617920170087715,-3.907787000000001,26.202,26.092,2.394876283126982,2.594812833013106,-4.043812185255798,68.738,66.993
4750CFCOVEREDHOPPER,29260,66FTGONDOLA,92091.6916194984,4750CFCOVEREDHOPPER,120689.65940164453,23.5kGALTANK,35110,52FTGONDOLA,127468.41724418578,196.62528444838256,404619.7682653287,92.35,3.6046027928344464,-1.9696849790928286,6.340210268565607,6.349918342097306,-3.84701859018038,24.606,24.582,4.462180915367064,4.489858553888141,-4.032101497561404,49.977,49.851
BNCOIL,19140,BIAUTORACK,48584.89338611511,100TOPENTOPHOPPER,30250.29585019738,29.3kGALTANK,36740,33.7kGALTANK,98943.26210595884,-152.07551882170395,233658.45134227135,95.66,2.5540046376680507,-1.988738563718014,5.688168131857273,5.673989466659491,-3.8299485529434274,28.702,28.740,3.530585927501863,3.4842945299198678,-4.033921513937481,58.417,58.720
5188COVEREDHOPPER,28120,100TROPENTOPHOPPER,45541.90138220967,100TOPENTOPHOPPER,64674.977601672996,100TROPENTOPHOPPER,118157.92737283089,33.7kGALTANK,76031.64156780578,-249.47396694284078,332526.4479245193,85.17,3.0003319011422667,-2.0437481935034403,5.916079761747408,5.900261398619994,-3.8677054587503172,27.012,27.049,3.8330304750824586,3.7830661883506496,-4.034503436682337,55.516,55.812
